img,price,url,logindex,title,subwaytag,taxfree,haskey,hstype,houseid,tag,id
http://image1.ljcdn.com/110000-inspection/a593da68-336c-4479-80fb-319f07fc4996.jpg.437x300.jpg," 350",http://bj.lianjia.com/ershoufang/101101112394.html,27," 安贞西里 1室1厅 350万"," 距离8号线北土城站318米"," 房本满五年"," 随时看房",,101101112394," 安贞  / 1室1厅  / 38.96平米  / 北  / 简装  / 有电梯",
http://image1.ljcdn.com/110000-inspection/4547f2dc-9415-4086-bdce-3a4c8d28b6ec.jpg.437x300.jpg," 380",http://bj.lianjia.com/ershoufang/101101121708.html,28," 三丰里小区 1室1厅 380万"," 距离2号线朝阳门站621米"," 房本满五年"," 随时看房",,101101121708," 朝阳门外  / 1室1厅  / 48.39平米  / 东  / 精装  / 有电梯",
http://image1.ljcdn.com/110000-inspection/7e315b32-22d9-46f3-ad19-791c27ed7fe4.jpg.437x300.jpg," 300",http://bj.lianjia.com/ershoufang/101101110671.html,29," 武圣西里 2室1厅 300万"," 距离10号线潘家园站600米"," 房本满五年"," 随时看房",,101101110671," 劲松  / 2室1厅  / 47.12平米  / 东 西  / 简装",
http://image1.ljcdn.com/110000-inspection/e984e69b-6c02-42e1-942d-64c6f0c9679c.JPG.437x300.jpg," 152",http://bj.lianjia.com/ershoufang/101100884422.html,30," 精装无垛开间  中高楼层带电梯  花园小区"," 房本满五年"," 不限购",,,101100884422," 回龙观  / 1室0厅  / 39.46平米  / 北  / 精装  / 有电梯",
http://image1.ljcdn.com/110000-inspection/b1e273bf-54da-4bd0-8e70-9872b1eacceb.JPG.437x300.jpg," 450",http://bj.lianjia.com/ershoufang/101101005293.html,1," 划片花市小学 满五年无个税 正规一居  随时可看"," 距离7号线广渠门内站481米"," 房本满五年"," 随时看房",,101101005293," 东花市  / 1室1厅  / 48.72平米  / 西  / 简装  / 无电梯",
http://image1.ljcdn.com/110000-inspection/cb195e7a-41a1-4532-acdd-6f3543b11e4d.jpg.437x300.jpg," 550",http://bj.lianjia.com/ershoufang/101100522497.html,2," 民旺园2居室 户型好 视野好 不临街"," 距离13号线柳芳站507米"," 房本满五年",,,101100522497," 和平里  / 2室1厅  / 47.84平米  / 南  / 简装  / 无电梯",
http://image1.ljcdn.com/110000-inspection/054194d2-126d-4f8a-abbd-371117e30a39.jpg.437x300.jpg," 506",http://bj.lianjia.com/ershoufang/101100966475.html,3," 北露园方正一居室 朝西向 诚心出售"," 距离6号线车公庄西站723米"," 房本满五年",,,101100966475," 阜成门  / 1室1厅  / 44.6平米  / 西  / 精装  / 无电梯",
http://image1.ljcdn.com/110000-inspection/9de88bf1-2350-417a-af72-306a9e6eda60.jpg.437x300.jpg," 450",http://bj.lianjia.com/ershoufang/101101012359.html,4," 满五唯 一 荣丰西南向复式 高楼层无遮挡 业主诚售"," 距离7号线达官营站639米"," 房本满五年",,,101101012359," 广安门  / 1室1厅  / 34.53平米  / 西南  / 精装  / 有电梯",
http://image1.ljcdn.com/110000-inspection/5105f748-8883-4c3b-8f8e-47c91eb1d069.jpg.437x300.jpg," 280",http://bj.lianjia.com/ershoufang/101101074098.html,5," 南向 低楼层 采光充足 精装婚房 拎包入住"," 房本满五年",,,,101101074098," 西罗园  / 1室1厅  / 40.08平米  / 南  / 精装  / 无电梯",
http://image1.ljcdn.com/110000-inspection/db5a9e11-571b-4706-a7aa-7f35661df4c6.jpg.437x300.jpg," 398",http://bj.lianjia.com/ershoufang/101101074400.html,6," 华严北里3号院 精装小两居 交通方便 诚意出售"," 距离8号线北土城站644米"," 房本满五年",,,101101074400," 健翔桥  / 2室1厅  / 49.6平米  / 东北  / 精装  / 无电梯",
http://image1.ljcdn.com/110000-inspection/520f4383-907c-4f1e-b8af-02a71598f84b.jpg.437x300.jpg," 410",http://bj.lianjia.com/ershoufang/101101105626.html,7," 惠新里小区 2室1厅 410万"," 距离5号线惠新西街北口站634米"," 房本满五年",,,101101105626," 惠新西街  / 2室1厅  / 46.28平米  / 西南  / 精装  / 有电梯",
http://image1.ljcdn.com/110000-inspection/06a86571-ae8d-476f-a6d7-803ebf6a611f.jpg.437x300.jpg," 380",http://bj.lianjia.com/ershoufang/101101130484.html,8," 南沙滩小区 2室1厅 380万"," 距离15号线北沙滩站473米"," 房本满五年",,,101101130484," 南沙滩  / 2室1厅  / 47.9平米  / 西北  / 简装  / 无电梯",
http://image1.ljcdn.com/110000-inspection/06d1c0ac-bc8d-41d0-a782-3acc427df4b2.JPG.437x300.jpg," 370",http://bj.lianjia.com/ershoufang/101101119524.html,9," 首邑溪谷 2室1厅 370万"," 房本满五年",,,,101101119524," 枣园  / 2室1厅  / 46平米  / 南 北  / 精装  / 有电梯",
http://image1.ljcdn.com/110000-inspection/c872acf3-8a16-4d8b-ba69-7f74224e0626.JPG.437x300.jpg," 367",http://bj.lianjia.com/ershoufang/101101053599.html,10," 时代国际嘉园 1室0厅 367万"," 距离10号线双井站275米"," 房本满五年"," 随时看房",,101101053599," 双井  / 1室0厅  / 35.59平米  / 北  / 精装  / 有电梯",
http://image1.ljcdn.com/110000-inspection/abc609c7-8395-49ae-a95b-113616fde0a7.jpg.437x300.jpg," 265",http://bj.lianjia.com/ershoufang/101100980056.html,11," 华龙美树 小户型 满五年 首套1%契税"," 距离八通线双桥站427米"," 房本满五年"," 随时看房",,101100980056," 管庄  / 1室0厅  / 36.76平米  / 北  / 简装  / 有电梯",
http://image1.ljcdn.com/110000-inspection/30e84d0f-3726-4490-b2af-40e1c9b63980.jpg.437x300.jpg," 283",http://bj.lianjia.com/ershoufang/101100650545.html,12," 城建集团家属楼 1室1厅 283万"," 距离5号线立水桥站201米"," 房本满五年"," 随时看房",,101100650545," 立水桥  / 1室1厅  / 41.16平米  / 南  / 简装",
http://image1.ljcdn.com/110000-inspection/3429aa34-e360-47a7-ba2a-59f6cbf34950.jpg.437x300.jpg," 380",http://bj.lianjia.com/ershoufang/101101095980.html,13," 满五年且业主无其他房产，明厨明卫一居室，中间楼层"," 距离10号线团结湖站505米"," 房本满五年"," 随时看房",,101101095980," 团结湖  / 1室1厅  / 48.33平米  / 南 北  / 简装  / 无电梯",
http://image1.ljcdn.com/110000-inspection/e74821ce-b3dc-4796-8bcf-3a3ba13570bd.jpg.437x300.jpg," 490",http://bj.lianjia.com/ershoufang/101101091433.html,14," 全南向两居室，高楼层，视野广阔，采光充足"," 距离2号线朝阳门站714米"," 房本满五年"," 随时看房",,101101091433," 工体  / 2室1厅  / 47.59平米  / 南  / 精装  / 有电梯",
http://image1.ljcdn.com/110000-inspection/fb484dcc-e539-40c1-a66d-42799c961198.jpg.437x300.jpg," 310",http://bj.lianjia.com/ershoufang/101101068895.html,15," 芳园里 1室1厅 310万"," 距离14号线(东段)将台站554米"," 房本满五年",,,101101068895," 酒仙桥  / 1室1厅  / 44.52平米  / 南 北  / 精装  / 无电梯",
http://image1.ljcdn.com/110000-inspection/3ae07a87-5929-4e0e-9b7a-680df758417f.jpg.437x300.jpg," 342",http://bj.lianjia.com/ershoufang/101101090810.html,16," 五月华庭 1室0厅 342万"," 距离2号线积水潭站502米"," 房本满五年",,,101101090810," 新街口  / 1室0厅  / 37.6平米  / 北  / 精装  / 有电梯",
http://image1.ljcdn.com/110000-inspection/8d801ddc-5333-4f91-893a-ce52526aedd9.jpg.437x300.jpg," 190",http://bj.lianjia.com/ershoufang/101101104644.html,17," 大峪南路 1室1厅 190万"," 房本满五年",,,,101101104644," 大峪  / 1室1厅  / 40.1平米  / 南  / 简装  / 无电梯",
http://image1.ljcdn.com/110000-inspection/e2729d66-d148-4097-a008-df6b25841a47.jpg.437x300.jpg," 485",http://bj.lianjia.com/ershoufang/101101119173.html,18," 白菜湾四巷17号院 1室1厅 485万"," 距离7号线广安门内站1002米"," 房本满五年",,,101101119173," 天宁寺  / 1室1厅  / 37.73平米  / 南  / 简装  / 无电梯",
http://image1.ljcdn.com/110000-inspection/9f92ce6e-2a4f-4435-a7d1-3d73532dd81e.jpg.437x300.jpg," 410",http://bj.lianjia.com/ershoufang/101100457647.html,19," 鸭子桥北里 1室1厅 410万"," 房本满五年"," 随时看房",,,101100457647," 天宁寺  / 1室1厅  / 36.62平米  / 南  / 毛坯  / 无电梯",
http://image1.ljcdn.com/110000-inspection/f680c1fc-d916-4447-8291-3b47a2ed4004.jpg.437x300.jpg," 260",http://bj.lianjia.com/ershoufang/101100717111.html,20," 满五年 明厨明卫 户型方正 格局好 视野开阔"," 距离八通线双桥站408米"," 房本满五年"," 随时看房",,101100717111," 管庄  / 1室0厅  / 38.89平米  / 北  / 精装  / 有电梯",
http://image1.ljcdn.com/110000-inspection/2244ee57-5d1d-4850-8e6d-6f521e9bb189.jpg.437x300.jpg," 417",http://bj.lianjia.com/ershoufang/101100782605.html,21," 满五年公房 低楼层 地铁安立路站"," 距离15号线安立路站166米"," 房本满五年"," 随时看房",,101100782605," 亚运村  / 1室1厅  / 45.19平米  / 西南  / 简装  / 无电梯",
http://image1.ljcdn.com/110000-inspection/785d6a57-4128-41ba-9a0a-371c447981d0.jpg.437x300.jpg," 440",http://bj.lianjia.com/ershoufang/101092179045.html,22," 西王庄小区 1室1厅 440万"," 距离13号线五道口站353米"," 房本满五年"," 随时看房",,101092179045," 五道口  / 1室1厅  / 41.9平米  / 南  / 毛坯  / 无电梯",
http://image1.ljcdn.com/110000-inspection/5e7b3d50-7970-4ddb-82c7-aea4c226929a.JPG.437x300.jpg," 450",http://bj.lianjia.com/ershoufang/101100186626.html,23," 明厨明卫 双南朝向 板楼2层 不临街无遮挡 诚心出售"," 房本满五年",,,,101100186626," 双榆树  / 1室1厅  / 43平米  / 南  / 精装  / 无电梯",
http://image1.ljcdn.com/110000-inspection/c03d15a1-0fac-4cfe-bf14-dae479f4b3d6.jpg.437x300.jpg," 280",http://bj.lianjia.com/ershoufang/101101099022.html,24," 永乐西区 1室1厅 280万"," 距离1号线八宝山站946米"," 房本满两年"," 随时看房",,101101099022," 鲁谷  / 1室1厅  / 45.33平米  / 南 北  / 简装  / 无电梯",
http://image1.ljcdn.com/110000-inspection/52633457-73e5-4768-bc1f-cb48b781537d.jpg.437x300.jpg," 360",http://bj.lianjia.com/ershoufang/101101110404.html,25," 万润风景 1室0厅 360万"," 房本满五年"," 随时看房",,,101101110404," 菜户营  / 1室0厅  / 48.95平米  / 南  / 精装",
http://image1.ljcdn.com/110000-inspection/08f33340-daf6-4440-a45c-7515cb0f30b0.jpg.437x300.jpg," 240",http://bj.lianjia.com/ershoufang/101101139518.html,26," 北京青年城 1室0厅 240万"," 房本满五年"," 随时看房",,,101101139518," 北苑  / 1室0厅  / 33.1平米  / 北  / 精装  / 有电梯",
http://image1.ljcdn.com/110000-inspection/75c64d3b-381c-4395-b0b4-1a484c1e919b.jpg.437x300.jpg," 480",http://bj.lianjia.com/ershoufang/101101123670.html,27," 吉祥里 2室1厅 480万"," 距离2号线朝阳门站778米"," 房本满五年",,,101101123670," 朝阳门外  / 2室1厅  / 49.35平米  / 南 北  / 精装",
http://image1.ljcdn.com/110000-inspection/8310bdbc-f420-4495-abf7-0db9ca683ebc.jpg.437x300.jpg," 300",http://bj.lianjia.com/ershoufang/101100888723.html,28," 三环内刘家窑地铁房，正规一居室，有电梯"," 距离5号线刘家窑站427米"," 房本满五年"," 随时看房",,101100888723," 蒲黄榆  / 1室1厅  / 43.06平米  / 西  / 简装  / 有电梯",
http://image1.ljcdn.com/110000-inspection/693d603a-09e9-459f-8343-1dda6c6347f1.jpg.437x300.jpg," 190",http://bj.lianjia.com/ershoufang/101100806385.html,29," 顺鑫花语大开间 有电梯 小区带公园"," 房本满五年"," 随时看房",,,101100806385," 顺义其它  / 1室0厅  / 48平米  / 南  / 简装",
http://image1.ljcdn.com/110000-inspection/efa76ec2-3e15-4551-a784-2d9c3e11976a.jpg.437x300.jpg," 455",http://bj.lianjia.com/ershoufang/101091553283.html,30," 东花市北里西区 1室1厅 455万"," 距离7号线广渠门内站503米"," 房本满五年"," 随时看房",,101091553283," 东花市  / 1室1厅  / 49.71平米  / 西  / 精装  / 无电梯",
http://image1.ljcdn.com/110000-inspection/2106ba12-c07b-4185-835e-846f94277bfb.jpg.437x300.jpg," 450",http://bj.lianjia.com/ershoufang/101100752029.html,1," 西城区， 荣丰2008，二期北向复式，大产权。"," 距离7号线达官营站640米"," 房本满五年"," 随时看房",,101100752029," 广安门  / 2室0厅  / 31平米  / 北  / 精装  / 有电梯",
http://image1.ljcdn.com/110000-inspection/8d31d67c-fca2-4372-b19b-3c2ce560cdb1.JPG.437x300.jpg," 380",http://bj.lianjia.com/ershoufang/101100845980.html,2," 翠微北里 1室1厅 380万"," 距离10号线西钓鱼台站814米"," 房本满五年"," 随时看房",,101100845980," 公主坟  / 1室1厅  / 41.2平米  / 南  / 简装  / 无电梯",
http://image1.ljcdn.com/110000-inspection/19211a96-f823-48b5-88ba-f73df6732274.jpg.437x300.jpg," 410",http://bj.lianjia.com/ershoufang/101101092994.html,3," 华严北里 精装修 明厨明卫 诚售可签！"," 距离10号线健德门站951米"," 房本满五年",,,101101092994," 健翔桥  / 2室1厅  / 49.39平米  / 东南  / 精装",
http://image1.ljcdn.com/110000-inspection/5b0c509b-aaed-4407-8d05-32902bd246d1.jpg.437x300.jpg," 185",http://bj.lianjia.com/ershoufang/101101029321.html,4," 奥北南区 紧挨着地铁 总价低 舒适大开间"," 距离5号线立水桥站160米"," 房本满五年"," 随时看房"," 不限购",101101029321," 立水桥  / 1室0厅  / 36.88平米  / 西北  / 精装  / 有电梯",
http://image1.ljcdn.com/110000-inspection/12ce0fd2-f622-40be-989c-4cb0c01e80e8.jpg.437x300.jpg," 254",http://bj.lianjia.com/ershoufang/101101093461.html,5," 北京像素北区 2室1厅 254万"," 距离6号线草房站427米"," 房本满两年"," 随时看房"," 不限购",101101093461," 常营  / 2室1厅  / 46.27平米  / 西  / 精装  / 有电梯",
http://image1.ljcdn.com/110000-inspection/5e77664c-b592-4e43-ad28-4cd3f02e8064.jpg.437x300.jpg," 430",http://bj.lianjia.com/ershoufang/101101105595.html,6," 车站西街 1室1厅 430万"," 房本满五年"," 随时看房",,,101101105595," 广安门  / 1室1厅  / 41.28平米  / 南  / 精装  / 无电梯",
http://image1.ljcdn.com/110000-inspection/aaead88a-5543-4037-a928-9f81b3eefbad.jpg.437x300.jpg," 310",http://bj.lianjia.com/ershoufang/101100686590.html,7," 满五年住房 南向 有钥匙 税费低"," 距离1号线玉泉路站923米"," 房本满五年"," 随时看房",,101100686590," 鲁谷  / 1室1厅  / 42.83平米  / 南  / 简装  / 无电梯",
http://image1.ljcdn.com/110000-inspection/12a30a6c-0151-43e5-81bd-6114a51866b3.jpg.437x300.jpg," 300",http://bj.lianjia.com/ershoufang/101101059236.html,8," 团结湖中路南三条 1室1厅 300万"," 距离6号线金台路站697米"," 房本满五年",,,101101059236," 团结湖  / 1室1厅  / 37.3平米  / 南  / 简装  / 无电梯",
http://image1.ljcdn.com/110000-inspection/a7df24f2-53f1-42d1-9653-04068e756d2c.jpg.437x300.jpg," 498",http://bj.lianjia.com/ershoufang/101101094084.html,9," 和平里一区 和平里一小划片 业主诚心出售"," 距离5号线和平里北街站70米"," 房本满五年",,,101101094084," 和平里  / 2室1厅  / 43.63平米  / 南 北  / 简装  / 无电梯",
http://image1.ljcdn.com/110000-inspection/de8128a2-5256-4938-9435-f700c7cf4617.jpg.437x300.jpg," 210",http://bj.lianjia.com/ershoufang/101101067452.html,10," 此房满五一，唯南北通透，楼层一层。"," 房本满五年",,,,101101067452," 城子  / 2室0厅  / 46.29平米  / 南 北  / 简装  / 无电梯",
http://image1.ljcdn.com/110000-inspection/2736c89d-702d-4308-a958-5f4db3b90a6e.jpg.437x300.jpg," 360",http://bj.lianjia.com/ershoufang/101101070495.html,11," 此房满五年业主在京无其他房产不临街，楼层好没有遮挡"," 距离10号线双井站99米"," 房本满五年",,,101101070495," 双井  / 1室1厅  / 47.49平米  / 南  / 精装  / 无电梯",
http://image1.ljcdn.com/110000-inspection/dfeab656-2930-459e-ba84-241ef0d71a8d.jpg.437x300.jpg," 560",http://bj.lianjia.com/ershoufang/101101103235.html,12," 真武庙二里 1室1厅 560万"," 距离1号线木樨地站565米"," 房本满五年",,,101101103235," 木樨地  / 1室1厅  / 44.4平米  / 西北  / 简装  / 有电梯",
http://image1.ljcdn.com/110000-inspection/fcab34af-5091-4e17-bb78-0894c985b091.jpg.437x300.jpg," 540",http://bj.lianjia.com/ershoufang/101101104850.html,13," 西堂子胡同 1室1厅 540万"," 距离5号线灯市口站102米"," 房本满五年",,,101101104850," 灯市口  / 1室1厅  / 49.17平米  / 西  / 精装  / 有电梯",
http://image1.ljcdn.com/110000-inspection/b64e9692-0b35-4acf-b617-ad18c83e22bc.jpg.437x300.jpg," 600",http://bj.lianjia.com/ershoufang/101101105669.html,14," 长椿街西里 2室1厅 600万"," 距离2号线长椿街站191米"," 房本满五年",,,101101105669," 长椿街  / 2室1厅  / 47.82平米  / 南  / 精装  / 无电梯",
http://image1.ljcdn.com/110000-inspection/b8476bef-acb0-4692-84b3-08c41a5a4b9d.jpg.437x300.jpg," 340",http://bj.lianjia.com/ershoufang/101101105824.html,15," 未来66 1室1厅 340万"," 距离4号线马家堡站65米"," 房本满五年",,,101101105824," 马家堡  / 1室1厅  / 48.15平米  / 东北  / 简装  / 有电梯",
http://image1.ljcdn.com/110000-inspection/677635f6-648b-4c25-b109-d28047e3a304.jpg.437x300.jpg," 535",http://bj.lianjia.com/ershoufang/101101106173.html,16," 西直门南大街 1室1厅 535万"," 距离2号线车公庄站222米"," 房本满五年",,,101101106173," 官园  / 1室1厅  / 44.4平米  / 东  / 简装  / 有电梯",
http://image1.ljcdn.com/110000-inspection/782482d6-b78d-40b8-b4eb-d3a08f55c414.jpg.437x300.jpg," 355",http://bj.lianjia.com/ershoufang/101101109577.html,17," 静安里 1室1厅 355万"," 房本满五年",,,,101101109577," 国展  / 1室1厅  / 46.62平米  / 南 北  / 精装  / 无电梯",
